Title,Image,Nickname,Label,Keywords,Keywords1,Keywords2,Label3,Label4,Label5,Label6,Label7,Label8,Label9,Label10,accessibilityratingcaption,View,View11,Text,Text1,Text2,Text3,Text4
Great for a quarantine pick me up photoshoot sesh!,https://r-ap.rtrcdn.com/reviewimages/b50/1461917-largeThumb.jpg,Emily,TOP CONTRIBUTOR,Size worn: 4,Rented for: Other,"Usually wears: 4Height: 5' 2""Age: 36Bust size: 34BBody type: PetiteWeight: 130lbs",4,"5' 2""",36,Bust size: ,34B,Body type: ,PETITE,130LBS,(5 out of 5 stars),"APRIL 15, 2020",I was so tempted to buy this one and only didn't because it's such a memorable statement piece.,SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
Absolutely Adore!,https://r-ap.rtrcdn.com/reviewimages/2ed/1409314-largeThumb.jpg,Kelsey,TOP CONTRIBUTOR,Size worn: 6,Rented for: Party,"Usually wears: 8Height: 5' 3""Age: 32Bust size: 36ABody type: AthleticWeight: 130lbs",8,"5' 3""",32,Bust size: ,36A,Body type: ,ATHLETIC,130LBS,(5 out of 5 stars),"DECEMBER 31, 2019",LOVE this dress and will rent again! Comfortable and cute! Easy to dance in and made me feel so adorable and special! ,SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
Cute,,Whitney,TOP CONTRIBUTOR,Size worn: 2,Overall fit: True to Size,"Usually wears: 2Height: 5' 3""Age: 35Bust size: 28ABody type: PearWeight: 120lbs",2,"5' 3""",35,Bust size: ,28A,Body type: ,PEAR,120LBS,(4 out of 5 stars),"MARCH 27, 2022",TTS. Cute,SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
n.a,,Rachna,TOP CONTRIBUTOR,Size worn: None,Overall fit: True to Size,Rented for: Work,2,"4' 7""",45,Bust size: ,34D,Body type: ,PETITE,115LBS,(5 out of 5 stars),"JANUARY 25, 2022",na,SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
Loved it!,,Courtney,TOP CONTRIBUTOR,Size worn: 0,Overall fit: True to Size,Rented for: Everyday,0,"5' 3""",34,Bust size: ,32AA,Body type: ,PETITE,105LBS,(5 out of 5 stars),"NOVEMBER 28, 2021",Great!,SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
This dress is very feminine and sexy ,,Lynda,TOP CONTRIBUTOR,Size worn: 10,Overall fit: True to Size,Rented for: Everyday,8,"5' 4""",46,Bust size: ,34C,Body type: ,PEAR,,(5 out of 5 stars),"NOVEMBER 22, 2021","Gives a flirtatious vibe, which I absolutely love!",SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
Great for postpartum!,,Callie,TOP CONTRIBUTOR,Size worn: 6,Overall fit: True to Size,Rented for: Work,8,"5' 7""",36,,,,,,(5 out of 5 stars),"JUNE 25, 2021",I LOVE THIS DRESS and will definitely rent again. I'm struggling with my postpartum body and this was a great one for work and was flattering in all the right places. The top of the dress is buttons so you can button it higher for work or lower for a wedding/night out!,SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
Sooo comfy & pretty ,,Champian,TOP CONTRIBUTOR,Size worn: 12,Overall fit: True to Size,Rented for: Party,12,"5' 2""",36,Bust size: ,38B,Body type: ,HOURGLASS,175LBS,(5 out of 5 stars),"MAY 6, 2021",Love the color. Fit was great. Really flowy and pretty. Recommend. ,SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
son's birthday,,Vanessa,,Size worn: 12,Overall fit: True to Size,Rented for: Party,14,"5' 6""",68,,,,,,(5 out of 5 stars),"DECEMBER 29, 2020","Very comfortable, fits loose so a GREAT PARTY DRESS!",SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
Showstopper for work,,Danielle,TOP CONTRIBUTOR,Size worn: 0,Rented for: Work,"Usually wears: 2Height: 5' 3""Age: 35Body type: Petite",2,"5' 3""",35,Body type: ,PETITE,,,,(5 out of 5 stars),"NOVEMBER 5, 2020","I work with some very fashionable individuals, so this was not out of place to wear in the office. Although I didn't feel the quality matched the retail price, it was a stunning blue color with very nice gold accents. It looked cute with a nude heel and grey YSL bag.",SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
Pretty dress,,Catherine,TOP CONTRIBUTOR,Size worn: 10,Overall fit: True to Size,Rented for: Work,6,"5' 2""",63,Bust size: ,34B,Body type: ,APPLE,120121LBS,(4 out of 5 stars),"AUGUST 21, 2020","This is a lovely dress, very nice with some dangling glittery earrings.  The silver spots aren't too much for work.  Very comfortable to wear.",SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
"Beautiful, flattering and functional for post partum",,Elisa,TOP CONTRIBUTOR,Size worn: 4,Overall fit: True to Size,Rented for: Party,6,"5' 4""",38,Bust size: ,34DD,Body type: ,PETITE,130LBS,(5 out of 5 stars),"FEBRUARY 6, 2020","I rented this for my son's brit and it was the perfect dress. It fit wonderfully, was very flattering for my one week post partum figure and the button down front allowed for easy nursing access. Loved it, would definitely rent again",SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
Cute,,Drita,TOP CONTRIBUTOR,Size worn: 10,Rented for: Work,"Usually wears: 10Height: 5' 8""Age: 40Bust size: 36BBody type: AppleWeight: 167lbs",10,"5' 8""",40,Bust size: ,36B,Body type: ,APPLE,167LBS,(4 out of 5 stars),"JANUARY 10, 2020",Pretty fabric and received many compliments.  It is very baggy so I used a thin navy colored belt to create a waist.,SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
Dinner party at local hot spot,https://r-ap.rtrcdn.com/reviewimages/964/1639615-largeThumb.jpg,Martha patricia,TOP CONTRIBUTOR,Size worn: 14R,Overall fit: True to Size,Rented for: Party,14,"5' 4""",39,Bust size: ,38D,Body type: ,ATHLETIC,,(5 out of 5 stars),"JANUARY 10, 2022","Wow, this dress. Totally my style of relaxed, casual, but my goodness, this dress elevated that to a new level. Gorgeous print. Fit so well around the bust/torso/shoulders which is usually my sore spot. A tad bit loose around cleavage. I'm 5'4"" and needed to wear 3 inch heel booties to avoid dragging the fabric.  I felt like an ethereal damsel walking in the woods on a beautiful fall evening. 

Dress got many second looks. Loved the unassuming style. 

Would buy if I could drop $1k on one dress.",Zero + Maria Cornejo,Isie Dress,"$1,095 original retail",$185,"Black printed silk (95% Silk, 5% Elastane). Hourglass. Three-quarter sleeves. V-neckline. Hidden center back zipper closure. 46.5"" from shoulder to shortest hemline, 54"" from shoulder to longest hemline. Made in the USA. 


Shown here with SCHUTZ Shoes."
Super cute transition into fall dress,https://r-ap.rtrcdn.com/reviewimages/03f/1627131-largeThumb.jpg,Hana,TOP CONTRIBUTOR,Size worn: 4R,Overall fit: True to Size,Rented for: Everyday,4,"5' 6""",26,Bust size: ,34D,Body type: ,STRAIGHT & NARROW,145LBS,(5 out of 5 stars),"DECEMBER 8, 2021",Good for those half and half days where it's not quite warm enough for a sweater dress,Zero + Maria Cornejo,Isie Dress,"$1,095 original retail",$185,"Black printed silk (95% Silk, 5% Elastane). Hourglass. Three-quarter sleeves. V-neckline. Hidden center back zipper closure. 46.5"" from shoulder to shortest hemline, 54"" from shoulder to longest hemline. Made in the USA. 


Shown here with SCHUTZ Shoes."
Did not WOW me. ,https://r-ap.rtrcdn.com/reviewimages/fb7/1588449-largeThumb.jpg,Lisa,TOP CONTRIBUTOR,Size worn: 14R,Overall fit: Large,Rented for: Work,14,"5' 7""",57,Bust size: ,36C,Body type: ,HOURGLASS,,(3 out of 5 stars),"SEPTEMBER 19, 2021",,Zero + Maria Cornejo,Isie Dress,"$1,095 original retail",$185,"Black printed silk (95% Silk, 5% Elastane). Hourglass. Three-quarter sleeves. V-neckline. Hidden center back zipper closure. 46.5"" from shoulder to shortest hemline, 54"" from shoulder to longest hemline. Made in the USA. 


Shown here with SCHUTZ Shoes."
Very flattering,https://r-ap.rtrcdn.com/reviewimages/8a5/1515698-largeThumb.jpg,Grace ,TOP CONTRIBUTOR,Size worn: 12R,Overall fit: True to Size,Rented for: Everyday,14,"5' 6""",33,Bust size: ,34H,Body type: ,HOURGLASS,185LBS,(5 out of 5 stars),"FEBRUARY 20, 2021","I love the silky feel of the material. I often struggle to find dresses that fit correctly through the waist and chest area, but this dress was perfect",Zero + Maria Cornejo,Isie Dress,"$1,095 original retail",$185,"Black printed silk (95% Silk, 5% Elastane). Hourglass. Three-quarter sleeves. V-neckline. Hidden center back zipper closure. 46.5"" from shoulder to shortest hemline, 54"" from shoulder to longest hemline. Made in the USA. 


Shown here with SCHUTZ Shoes."
Too fancy for my job,https://r-ap.rtrcdn.com/reviewimages/f73/1501266-largeThumb.jpg,Lela,TOP CONTRIBUTOR,Size worn: 6R,Rented for: Work,"Usually wears: 6Height: 5' 7""Age: 46Bust size: 34BBody type: Straight & narrowWeight: 128lbs",6,"5' 7""",46,Bust size: ,34B,Body type: ,STRAIGHT & NARROW,128LBS,(4 out of 5 stars),"NOVEMBER 12, 2020","Beautiful dress, I feels runs slight large, I wear a 4/6, ordered a 6 as never wore this brand before, was loose all over.  Very comfortable, so maybe meant to fit loose but I feel a size down would have also worked.  The high low hem made almost a train (and I'm on the taller side) so it wasn't right for my conservative but not fancy workplace.  Nice pattern for fall/ winter.  ",Zero + Maria Cornejo,Isie Dress,"$1,095 original retail",$185,"Black printed silk (95% Silk, 5% Elastane). Hourglass. Three-quarter sleeves. V-neckline. Hidden center back zipper closure. 46.5"" from shoulder to shortest hemline, 54"" from shoulder to longest hemline. Made in the USA. 


Shown here with SCHUTZ Shoes."
Quality dress but a little blah,https://r-ap.rtrcdn.com/reviewimages/389/1486854-largeThumb.jpg,Stephanie,TOP CONTRIBUTOR,Size worn: 4R,Rented for: Date,"Usually wears: 4Height: 5' 5""Age: 50Bust size: 32DDBody type: AthleticWeight: 130lbs",4,"5' 5""",50,Bust size: ,32DD,Body type: ,ATHLETIC,130LBS,(4 out of 5 stars),"SEPTEMBER 16, 2020",Nice quality dress with a lovely drape and fit- very flattering...however it didn't really WOW me.  It felt more office dress and less everyday/date night.,Zero + Maria Cornejo,Isie Dress,"$1,095 original retail",$185,"Black printed silk (95% Silk, 5% Elastane). Hourglass. Three-quarter sleeves. V-neckline. Hidden center back zipper closure. 46.5"" from shoulder to shortest hemline, 54"" from shoulder to longest hemline. Made in the USA. 


Shown here with SCHUTZ Shoes."
Stay at home Love this dress,https://r-ap.rtrcdn.com/reviewimages/5be/1461021-largeThumb.jpg,Cs,TOP CONTRIBUTOR,Size worn: 2R,Rented for: Date,"Usually wears: 4Height: 5' 4""Age: 67Bust size: 34DBody type: HourglassWeight: 124lbs",4,"5' 4""",67,Bust size: ,34D,Body type: ,HOURGLASS,124LBS,(5 out of 5 stars),"APRIL 9, 2020","I will happily rent this dress again when I can go somewhere because it is fabulous. Simply cut, elegant, soft and beautiful. ",Zero + Maria Cornejo,Isie Dress,"$1,095 original retail",$185,"Black printed silk (95% Silk, 5% Elastane). Hourglass. Three-quarter sleeves. V-neckline. Hidden center back zipper closure. 46.5"" from shoulder to shortest hemline, 54"" from shoulder to longest hemline. Made in the USA. 


Shown here with SCHUTZ Shoes."
Flattering fit!,,Andrea,TOP CONTRIBUTOR,Size worn: 14R,Overall fit: True to Size,Rented for: Work,14,"5' 4""",50,Bust size: ,38D,Body type: ,PEAR,190LBS,(5 out of 5 stars),"MARCH 31, 2022",This was a great dress for work.  Comfortable fabric & flattering fit.  I wire it with a jeans jacket to dress it down and with a leather jacket for a little edgier look.,Zero + Maria Cornejo,Isie Dress,"$1,095 original retail",$185,"Black printed silk (95% Silk, 5% Elastane). Hourglass. Three-quarter sleeves. V-neckline. Hidden center back zipper closure. 46.5"" from shoulder to shortest hemline, 54"" from shoulder to longest hemline. Made in the USA. 


Shown here with SCHUTZ Shoes."
No wow factor,,Alisa ,TOP CONTRIBUTOR,Size worn: 2R,Overall fit: True to Size,Rented for: Work,4,"5' 7""",43,Bust size: ,34A,Body type: ,PEAR,135LBS,(3 out of 5 stars),"MARCH 30, 2022","Light silk dress, so it was quite warm. High-lo hemline actually cheapened the look as it wasn't lined. Nothing special and I wouldn't rent again. ",Zero + Maria Cornejo,Isie Dress,"$1,095 original retail",$185,"Black printed silk (95% Silk, 5% Elastane). Hourglass. Three-quarter sleeves. V-neckline. Hidden center back zipper closure. 46.5"" from shoulder to shortest hemline, 54"" from shoulder to longest hemline. Made in the USA. 


Shown here with SCHUTZ Shoes."
Beautiful classy silk dress,,Michelle,TOP CONTRIBUTOR,Size worn: 2R,Overall fit: True to Size,Rented for: Everyday,2,"5' 3""",38,Bust size: ,32DDD/E,Body type: ,FULL BUST,123LBS,(5 out of 5 stars),"MARCH 25, 2022",Absolutely loved the fabric and fit of this dress.  It was light and soft.  The length was great on my 5'3 frame and it was so easy to dress down with flats or add a some heel for something sexier.  ,Zero + Maria Cornejo,Isie Dress,"$1,095 original retail",$185,"Black printed silk (95% Silk, 5% Elastane). Hourglass. Three-quarter sleeves. V-neckline. Hidden center back zipper closure. 46.5"" from shoulder to shortest hemline, 54"" from shoulder to longest hemline. Made in the USA. 


Shown here with SCHUTZ Shoes."
Way better than the pictures,,Catherine,TOP CONTRIBUTOR,Size worn: 2R,Overall fit: True to Size,Rented for: Date,2,"5' 3""",37,Bust size: ,30DDD/E,Weight: ,118LBS,,(5 out of 5 stars),"MARCH 19, 2022","So flattering. Gorgeous in person, felt expensive. Could be dressed up or down. recommend!!!",Zero + Maria Cornejo,Isie Dress,"$1,095 original retail",$185,"Black printed silk (95% Silk, 5% Elastane). Hourglass. Three-quarter sleeves. V-neckline. Hidden center back zipper closure. 46.5"" from shoulder to shortest hemline, 54"" from shoulder to longest hemline. Made in the USA. 


Shown here with SCHUTZ Shoes."
You need to be tall to wear this dress,,Jody,TOP CONTRIBUTOR,Size worn: None,Overall fit: Large,Rented for: Work,6,"5' 1""",61,,,,,,(3 out of 5 stars),"JANUARY 7, 2022","I am clearly too short to wear this - I needed about 4 more inches between my waist and shoulder, I could not get it to fit no matter what",Zero + Maria Cornejo,Isie Dress,"$1,095 original retail",$185,"Black printed silk (95% Silk, 5% Elastane). Hourglass. Three-quarter sleeves. V-neckline. Hidden center back zipper closure. 46.5"" from shoulder to shortest hemline, 54"" from shoulder to longest hemline. Made in the USA. 


Shown here with SCHUTZ Shoes."
Liked,,Ashley ,TOP CONTRIBUTOR,Size worn: 8R,Overall fit: True to Size,Rented for: Work,8,"5' 8""",42,Bust size: ,36B,Body type: ,ATHLETIC,154LBS,(4 out of 5 stars),"DECEMBER 24, 2021",,Zero + Maria Cornejo,Isie Dress,"$1,095 original retail",$185,"Black printed silk (95% Silk, 5% Elastane). Hourglass. Three-quarter sleeves. V-neckline. Hidden center back zipper closure. 46.5"" from shoulder to shortest hemline, 54"" from shoulder to longest hemline. Made in the USA. 


Shown here with SCHUTZ Shoes."
Great dress.,,Elise,TOP CONTRIBUTOR,Size worn: 14R,Overall fit: True to Size,Rented for: Party,14,"5' 9""",53,Bust size: ,40C,Body type: ,FULL BUST,190LBS,(5 out of 5 stars),"OCTOBER 25, 2021","I really loved this dress. I wore it to a special meal celebrating a birthday and wedding anniversary and received loads of compliments. The fabric feels luxe and it's super flattering. Highly recommended for wedding, cocktail party, special meal or event.",Zero + Maria Cornejo,Isie Dress,"$1,095 original retail",$185,"Black printed silk (95% Silk, 5% Elastane). Hourglass. Three-quarter sleeves. V-neckline. Hidden center back zipper closure. 46.5"" from shoulder to shortest hemline, 54"" from shoulder to longest hemline. Made in the USA. 


Shown here with SCHUTZ Shoes."
